"StateFIPS","State","Year","Value","Data Comment",,"Age Group""Gender"
"51","Virginia","2021","200","",,"35 TO 64""Female"
"51","Virginia","2021","208","",,">= 65""Male"
"51","Virginia","2021","134","",,">= 65""Female"
"51","Virginia","2022","9","",,"0 TO 4""Male"
"51","Virginia","2022","8","",,"0 TO 4""Female"
"51","Virginia","2022","48","",,"5 TO 14""Male"
"51","Virginia","2022","36","",,"5 TO 14""Female"
"51","Virginia","2022","379","",,"15 TO 34""Male"
"51","Virginia","2022","160","",,"15 TO 34""Female"
"51","Virginia","2022","568","",,"35 TO 64""Male"
"51","Virginia","2022","241","",,"35 TO 64""Female"
"51","Virginia","2022","233","",,">= 65""Male"
"51","Virginia","2022","154","",,">= 65""Female"
"55","Wisconsin","2018","8","",,"0 TO 4""Male"
"55","Wisconsin","2018","9","",,"0 TO 4""Female"
"55","Wisconsin","2018","33","",,"5 TO 14""Male"
"55","Wisconsin","2018","26","",,"5 TO 14""Female"
"55","Wisconsin","2018","265","",,"15 TO 34""Male"
"55","Wisconsin","2018","162","",,"15 TO 34""Female"
"55","Wisconsin","2018","333","",,"35 TO 64""Male"
"55","Wisconsin","2018","180","",,"35 TO 64""Female"
"55","Wisconsin","2018","150","",,">= 65""Male"
"55","Wisconsin","2018","100","",,">= 65""Female"
"55","Wisconsin","2019","8","",,"0 TO 4""Male"
"55","Wisconsin","2019","7","",,"0 TO 4""Female"
"55","Wisconsin","2019","30","",,"5 TO 14""Male"
"55","Wisconsin","2019","19","",,"5 TO 14""Female"
"55","Wisconsin","2019","181","",,"15 TO 34""Male"
"55","Wisconsin","2019","114","",,"15 TO 34""Female"
"55","Wisconsin","2019","244","",,"35 TO 64""Male"
"55","Wisconsin","2019","102","",,"35 TO 64""Female"
"55","Wisconsin","2019","103","",,">= 65""Male"
"55","Wisconsin","2019","63","",,">= 65""Female"
"55","Wisconsin","2020","3","",,"0 TO 4""Male"
"55","Wisconsin","2020","3","",,"0 TO 4""Female"
"55","Wisconsin","2020","18","",,"5 TO 14""Male"
"55","Wisconsin","2020","14","",,"5 TO 14""Female"
"55","Wisconsin","2020","171","",,"15 TO 34""Male"
"55","Wisconsin","2020","95","",,"15 TO 34""Female"
"55","Wisconsin","2020","215","",,"35 TO 64""Male"
"55","Wisconsin","2020","101","",,"35 TO 64""Female"
"55","Wisconsin","2020","99","",,">= 65""Male"
"55","Wisconsin","2020","72","",,">= 65""Female"
"55","Wisconsin","2021","12","",,"0 TO 4""Male"
"55","Wisconsin","2021","5","",,"0 TO 4""Female"
"55","Wisconsin","2021","23","",,"5 TO 14""Male"
"55","Wisconsin","2021","22","",,"5 TO 14""Female"
"55","Wisconsin","2021","170","",,"15 TO 34""Male"
"55","Wisconsin","2021","111","",,"15 TO 34""Female"
"55","Wisconsin","2021","249","",,"35 TO 64""Male"
"55","Wisconsin","2021","130","",,"35 TO 64""Female"
"55","Wisconsin","2021","114","",,">= 65""Male"
"55","Wisconsin","2021","78","",,">= 65""Female"
"55","Wisconsin","2022","7","",,"0 TO 4""Male"
"55","Wisconsin","2022","7","",,"0 TO 4""Female"
"55","Wisconsin","2022","29","",,"5 TO 14""Male"
"55","Wisconsin","2022","25","",,"5 TO 14""Female"
"55","Wisconsin","2022","168","",,"15 TO 34""Male"
"55","Wisconsin","2022","85","",,"15 TO 34""Female"
"55","Wisconsin","2022","219","",,"35 TO 64""Male"
"55","Wisconsin","2022","92","",,"35 TO 64""Female"
"55","Wisconsin","2022","120","",,">= 65""Male"
"55","Wisconsin","2022","64","",,">= 65""Female"
